"","category","name","reviewer","review","date","ratings"
"130","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Anthony Lane","







  
  
    🤓
  
","Reviewed in Germany on 4 March 2024","4.6 out of 5 stars"
"131","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","360 Degree View","







  
  
    Bought this in a lightening deal and it was a bargain. Leaves your hair nice and shiny and soft.  Used with the conditioner it certainly makes a difference.  Love Pantene and this was a bargain.
  
","Reviewed in the United Kingdom on 13 March 2024","4.6 out of 5 stars"
"132","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Amazon Customer","







  
  
    Very good value for money as it’s a very big bottle, smells great and seems to do a good job! No complaints here.
  
","Reviewed in the United Kingdom on 1 March 2024","Previous page"
"133","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Amazon Customer","







  
  
    Good value for money
  
","Reviewed in the United Kingdom on 8 March 2024","4.6 out of 5 stars"
"134","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","mrs k a montgomery","







  
  
    I don't expect it to make my hair grow but it does smell nice
  
","Reviewed in the United Kingdom on 13 March 2024","4.5 out of 5 stars"
"135","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Lewis","







  
  
    Amazing shampoo leaves the hair so soft and shiny,my scalp felt so clean and fresh. Hair Stays fresh for days.
  
","Reviewed in the United Kingdom on 25 February 2024","4.5 out of 5 stars"
"136","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","vesna davidov","







  
  
    Love it doing the job
  
","Reviewed in the United Kingdom on 28 February 2024","4.6 out of 5 stars"
"137","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Antonia","







  
  
    What won us over was the ease of dispensing and the price
  
","Reviewed in the United Kingdom on 22 February 2024","4.6 out of 5 stars"
"138","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Jacci","







  
  
    I'm losing my hair and it's thin. This shampoo actually is working
  
","Reviewed in the United Kingdom on 24 February 2024","4.6 out of 5 stars"
"139","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Naomi ","







  
    Ich habe bereits schon zweimal meine Haare mit dem Shampoo gewaschen und bin sehr zufrieden. Die Haare fühlen kräftig an und ich habe fast keine Haare mehr in der Bürste. Kann ich nur empfehlen.
  
  
","Reviewed in Germany on 2 March 2024","Next page"
"140","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Anthony Lane","







  
  
    🤓
  
","Reviewed in Germany on 4 March 2024","4.6 out of 5 stars"
"141","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","360 Degree View","







  
  
    Bought this in a lightening deal and it was a bargain. Leaves your hair nice and shiny and soft.  Used with the conditioner it certainly makes a difference.  Love Pantene and this was a bargain.
  
","Reviewed in the United Kingdom on 13 March 2024","4.6 out of 5 stars"
"142","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Amazon Customer","







  
  
    Very good value for money as it’s a very big bottle, smells great and seems to do a good job! No complaints here.
  
","Reviewed in the United Kingdom on 1 March 2024","Previous page"
"143","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Amazon Customer","







  
  
    Good value for money
  
","Reviewed in the United Kingdom on 8 March 2024","4.6 out of 5 stars"
"144","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","mrs k a montgomery","







  
  
    I don't expect it to make my hair grow but it does smell nice
  
","Reviewed in the United Kingdom on 13 March 2024","4.5 out of 5 stars"
"145","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Lewis","







  
  
    Amazing shampoo leaves the hair so soft and shiny,my scalp felt so clean and fresh. Hair Stays fresh for days.
  
","Reviewed in the United Kingdom on 25 February 2024","4.5 out of 5 stars"
"146","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","vesna davidov","







  
  
    Love it doing the job
  
","Reviewed in the United Kingdom on 28 February 2024","4.6 out of 5 stars"
"147","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Antonia","







  
  
    What won us over was the ease of dispensing and the price
  
","Reviewed in the United Kingdom on 22 February 2024","4.6 out of 5 stars"
"148","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Jacci","







  
  
    I'm losing my hair and it's thin. This shampoo actually is working
  
","Reviewed in the United Kingdom on 24 February 2024","4.6 out of 5 stars"
"149","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Naomi ","







  
    Ich habe bereits schon zweimal meine Haare mit dem Shampoo gewaschen und bin sehr zufrieden. Die Haare fühlen kräftig an und ich habe fast keine Haare mehr in der Bürste. Kann ich nur empfehlen.
  
  
","Reviewed in Germany on 2 March 2024","Next page"
"150","Shampoo","        Pantene Grow Strong Shampoo with Biotin and Bamboo, 1l. Helps Promote Hair Growth and Reduce Hair Loss, for Dry Damaged Hair       ","Anthony Lane","







  
  
    🤓
  
","Reviewed in Germany on 4 March 2024","4.6 out of 5 stars"
"151","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","360 Degree View","







  
  
    As someone who has battled dry hair for what feels like an eternity, finding a product that truly delivers on its promises is like stumbling upon a hidden treasure. Garnier Hair Food Multi-use Hair Treatment Mask is that treasure for me.From the very first use, I noticed a remarkable difference in the texture of my hair. It's as if this product has a magic touch, transforming my once parched locks into soft, luscious strands. I can't help but run my fingers through my hair constantly now!Not only does this mask work wonders for nourishing and conditioning dry hair, but the scent is absolutely divine. It's like a breath of fresh air every time I use it, leaving my hair smelling heavenly long after I've washed it out.I've tried countless products claiming to rescue dry hair, but none have impressed me quite like Garnier Hair Food. If you're struggling with dryness like I was, do yourself a favor and give this a try. You won't be disappointed!
  
","Reviewed in the United Kingdom on 11 March 2024","4.6 out of 5 stars"
"152","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Amazon Customer","







  
  
    This is a game-changer! Its nourishing formula revitalizes my hair, leaving it silky smooth and incredibly manageable. The delightful fragrance is an added bonus. A must-have for anyone seeking a quick and effective hair care solution. Truly impressed with the results!
  
","Reviewed in the United Kingdom on 7 February 2024","4.6 out of 5 stars."
"153","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Amazon Customer","







  
  
    I tried this not expecting much but omg it is amazing left my fine hair beautifully smooth and soft and smells lush . I left it on for 1 hour and gave it a little heat and wow I'm impressed . Even all day I kept getting the odd wiff of smell and its so moreish.  I'm not dissapointed at all and will use again for sure . And being 4.50 thats a great price considering I normally use osmo this definitely compeats with the much more expesive brands . Give it a go you will not be wasting your money
  
","Reviewed in the United Kingdom on 4 March 2024","4.6 out of 5 stars."
"154","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Andrea","







  
  
    Makes hair very soft and smells divine. Would recommend on the smell alone. Doesn't leave hair sticky or limp. Great Product.
  
","Reviewed in the United Kingdom on 28 November 2023","4.4 out of 5 stars."
"155","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Abigail Burdett","







  
  
    Smells fab, really thick and a big pot so value for money . I used it as a leave in mask and it made my hair which is dry and damaged after sepsis really soft and not so frizzy . Will buy again for sure
  
","Reviewed in the United Kingdom on 11 March 2024","Previous page"
"156","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","kLG","







  
  
    I've used this product (& the papaya version) for a few years. It smells wonderful, leaves my wavy hair silky smooth, manageable, less prone to tangles & bonus - can be used as a leave in conditioner.
  
","Reviewed in the United Kingdom on 18 January 2024","Next page"
"157","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Bookworm mum!","







  
  
    Love this hair mask! Smells amazing and will be repurchasing. Makes my hair feel really soft too.
  
","Reviewed in the United Kingdom on 21 February 2024","4.6 out of 5 stars"
"158","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Rachael","







  
  
    I was really pleased to get this on a prime day deal, as the amount was really good for the price - it smells lovely, but for some it might not, its exactly the same as the banana medicine you get as a child. The product is think and feels nice, however it made absolutely no impact on my hair at all and I have had better results from 99p conditioners! Really disappointing if you have paid full price. My hair didn't retain the smell either so I found this a bit of a shame as it would have been nice for that to have lasted. Overall, I think it was good value for money for the amount, but the actual product is not very good as a conditioner. I also used mine mainly for a few minutes, so was more disappointed of the results not being particularly present.
  
","Reviewed in the United Kingdom on 7 March 2024","4.6 out of 5 stars"
"159","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Gem","







  
  
    Like others have said, my jar came without a seal and spilt slightly in the package it came in during delivery, but there’s no sign of dirt or any indication that it’s been used by someone. I tried it out and my hair looks great! it’s shiny and soft and has a gentle banana fragrance. i have wavy, frizz-prone type 2b hair and this mask works great! i’ll continue to use it, despite the lack of seal, which isn’t unusual. i’ve had other hair products that don’t come with seals. it even arrived earlier than expected so i’m happy about that!
  
","Reviewed in the United States on 3 June 2023","4.6 out of 5 stars"
"160","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Eva","







  
    Gjorde mig lite misstänksam att det inte fanns något skydds papper mellan produkten och locket. Dvs när man öppnar locket vet man inte om någon pillat i produkten, spätt ut den osv. Produkten är även OTROLIGT parfymerad! Not my cup of tea. Jag skulle nog få huvudvärk av att använda den i duschen.
  
  
","Reviewed in Sweden on 24 October 2022","5.0 out of 5 stars"
"161","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","360 Degree View","







  
  
    As someone who has battled dry hair for what feels like an eternity, finding a product that truly delivers on its promises is like stumbling upon a hidden treasure. Garnier Hair Food Multi-use Hair Treatment Mask is that treasure for me.From the very first use, I noticed a remarkable difference in the texture of my hair. It's as if this product has a magic touch, transforming my once parched locks into soft, luscious strands. I can't help but run my fingers through my hair constantly now!Not only does this mask work wonders for nourishing and conditioning dry hair, but the scent is absolutely divine. It's like a breath of fresh air every time I use it, leaving my hair smelling heavenly long after I've washed it out.I've tried countless products claiming to rescue dry hair, but none have impressed me quite like Garnier Hair Food. If you're struggling with dryness like I was, do yourself a favor and give this a try. You won't be disappointed!
  
","Reviewed in the United Kingdom on 11 March 2024","4.6 out of 5 stars"
"162","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Amazon Customer","







  
  
    This is a game-changer! Its nourishing formula revitalizes my hair, leaving it silky smooth and incredibly manageable. The delightful fragrance is an added bonus. A must-have for anyone seeking a quick and effective hair care solution. Truly impressed with the results!
  
","Reviewed in the United Kingdom on 7 February 2024","4.6 out of 5 stars."
"163","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Amazon Customer","







  
  
    I tried this not expecting much but omg it is amazing left my fine hair beautifully smooth and soft and smells lush . I left it on for 1 hour and gave it a little heat and wow I'm impressed . Even all day I kept getting the odd wiff of smell and its so moreish.  I'm not dissapointed at all and will use again for sure . And being 4.50 thats a great price considering I normally use osmo this definitely compeats with the much more expesive brands . Give it a go you will not be wasting your money
  
","Reviewed in the United Kingdom on 4 March 2024","4.6 out of 5 stars."
"164","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Andrea","







  
  
    Makes hair very soft and smells divine. Would recommend on the smell alone. Doesn't leave hair sticky or limp. Great Product.
  
","Reviewed in the United Kingdom on 28 November 2023","4.4 out of 5 stars."
"165","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Abigail Burdett","







  
  
    Smells fab, really thick and a big pot so value for money . I used it as a leave in mask and it made my hair which is dry and damaged after sepsis really soft and not so frizzy . Will buy again for sure
  
","Reviewed in the United Kingdom on 11 March 2024","Previous page"
"166","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","kLG","







  
  
    I've used this product (& the papaya version) for a few years. It smells wonderful, leaves my wavy hair silky smooth, manageable, less prone to tangles & bonus - can be used as a leave in conditioner.
  
","Reviewed in the United Kingdom on 18 January 2024","Next page"
"167","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Bookworm mum!","







  
  
    Love this hair mask! Smells amazing and will be repurchasing. Makes my hair feel really soft too.
  
","Reviewed in the United Kingdom on 21 February 2024","4.6 out of 5 stars"
"168","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Rachael","







  
  
    I was really pleased to get this on a prime day deal, as the amount was really good for the price - it smells lovely, but for some it might not, its exactly the same as the banana medicine you get as a child. The product is think and feels nice, however it made absolutely no impact on my hair at all and I have had better results from 99p conditioners! Really disappointing if you have paid full price. My hair didn't retain the smell either so I found this a bit of a shame as it would have been nice for that to have lasted. Overall, I think it was good value for money for the amount, but the actual product is not very good as a conditioner. I also used mine mainly for a few minutes, so was more disappointed of the results not being particularly present.
  
","Reviewed in the United Kingdom on 7 March 2024","4.6 out of 5 stars"
"169","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Gem","







  
  
    Like others have said, my jar came without a seal and spilt slightly in the package it came in during delivery, but there’s no sign of dirt or any indication that it’s been used by someone. I tried it out and my hair looks great! it’s shiny and soft and has a gentle banana fragrance. i have wavy, frizz-prone type 2b hair and this mask works great! i’ll continue to use it, despite the lack of seal, which isn’t unusual. i’ve had other hair products that don’t come with seals. it even arrived earlier than expected so i’m happy about that!
  
","Reviewed in the United States on 3 June 2023","4.6 out of 5 stars"
"170","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Eva","







  
    Gjorde mig lite misstänksam att det inte fanns något skydds papper mellan produkten och locket. Dvs när man öppnar locket vet man inte om någon pillat i produkten, spätt ut den osv. Produkten är även OTROLIGT parfymerad! Not my cup of tea. Jag skulle nog få huvudvärk av att använda den i duschen.
  
  
","Reviewed in Sweden on 24 October 2022","5.0 out of 5 stars"
"171","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","360 Degree View","







  
  
    As someone who has battled dry hair for what feels like an eternity, finding a product that truly delivers on its promises is like stumbling upon a hidden treasure. Garnier Hair Food Multi-use Hair Treatment Mask is that treasure for me.From the very first use, I noticed a remarkable difference in the texture of my hair. It's as if this product has a magic touch, transforming my once parched locks into soft, luscious strands. I can't help but run my fingers through my hair constantly now!Not only does this mask work wonders for nourishing and conditioning dry hair, but the scent is absolutely divine. It's like a breath of fresh air every time I use it, leaving my hair smelling heavenly long after I've washed it out.I've tried countless products claiming to rescue dry hair, but none have impressed me quite like Garnier Hair Food. If you're struggling with dryness like I was, do yourself a favor and give this a try. You won't be disappointed!
  
","Reviewed in the United Kingdom on 11 March 2024","4.6 out of 5 stars"
"172","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Amazon Customer","







  
  
    This is a game-changer! Its nourishing formula revitalizes my hair, leaving it silky smooth and incredibly manageable. The delightful fragrance is an added bonus. A must-have for anyone seeking a quick and effective hair care solution. Truly impressed with the results!
  
","Reviewed in the United Kingdom on 7 February 2024","4.6 out of 5 stars."
"173","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Amazon Customer","







  
  
    I tried this not expecting much but omg it is amazing left my fine hair beautifully smooth and soft and smells lush . I left it on for 1 hour and gave it a little heat and wow I'm impressed . Even all day I kept getting the odd wiff of smell and its so moreish.  I'm not dissapointed at all and will use again for sure . And being 4.50 thats a great price considering I normally use osmo this definitely compeats with the much more expesive brands . Give it a go you will not be wasting your money
  
","Reviewed in the United Kingdom on 4 March 2024","4.6 out of 5 stars."
"174","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Andrea","







  
  
    Makes hair very soft and smells divine. Would recommend on the smell alone. Doesn't leave hair sticky or limp. Great Product.
  
","Reviewed in the United Kingdom on 28 November 2023","4.4 out of 5 stars."
"175","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Abigail Burdett","







  
  
    Smells fab, really thick and a big pot so value for money . I used it as a leave in mask and it made my hair which is dry and damaged after sepsis really soft and not so frizzy . Will buy again for sure
  
","Reviewed in the United Kingdom on 11 March 2024","Previous page"
"176","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","kLG","







  
  
    I've used this product (& the papaya version) for a few years. It smells wonderful, leaves my wavy hair silky smooth, manageable, less prone to tangles & bonus - can be used as a leave in conditioner.
  
","Reviewed in the United Kingdom on 18 January 2024","Next page"
"177","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Bookworm mum!","







  
  
    Love this hair mask! Smells amazing and will be repurchasing. Makes my hair feel really soft too.
  
","Reviewed in the United Kingdom on 21 February 2024","4.6 out of 5 stars"
"178","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Rachael","







  
  
    I was really pleased to get this on a prime day deal, as the amount was really good for the price - it smells lovely, but for some it might not, its exactly the same as the banana medicine you get as a child. The product is think and feels nice, however it made absolutely no impact on my hair at all and I have had better results from 99p conditioners! Really disappointing if you have paid full price. My hair didn't retain the smell either so I found this a bit of a shame as it would have been nice for that to have lasted. Overall, I think it was good value for money for the amount, but the actual product is not very good as a conditioner. I also used mine mainly for a few minutes, so was more disappointed of the results not being particularly present.
  
","Reviewed in the United Kingdom on 7 March 2024","4.6 out of 5 stars"
"179","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Gem","







  
  
    Like others have said, my jar came without a seal and spilt slightly in the package it came in during delivery, but there’s no sign of dirt or any indication that it’s been used by someone. I tried it out and my hair looks great! it’s shiny and soft and has a gentle banana fragrance. i have wavy, frizz-prone type 2b hair and this mask works great! i’ll continue to use it, despite the lack of seal, which isn’t unusual. i’ve had other hair products that don’t come with seals. it even arrived earlier than expected so i’m happy about that!
  
","Reviewed in the United States on 3 June 2023","4.6 out of 5 stars"
"180","Conditioner","        Garnier Hair Food Multi-use Hair Treatment Mask, Nourishes and Conditions, Ideal for Dry Hair, No Silicones, Vegan Formula, Banana, Ultimate Blends, 400ml       ","Eva","







  
    Gjorde mig lite misstänksam att det inte fanns något skydds papper mellan produkten och locket. Dvs när man öppnar locket vet man inte om någon pillat i produkten, spätt ut den osv. Produkten är även OTROLIGT parfymerad! Not my cup of tea. Jag skulle nog få huvudvärk av att använda den i duschen.
  
  
","Reviewed in Sweden on 24 October 2022","5.0 out of 5 stars"
"181","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","TRESemme Moisture Rich Conditioner","







  
  
    Hair is easy to manage and looks well after using this
  
","Reviewed in the United Kingdom on 18 February 2024","4.6 out of 5 stars"
"182","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Amazon Customer","







  
  
    I like this conditioner as it has a very pleasant smell as well as the fact it has a lasting soft bouncy feeling.
  
","Reviewed in the United Kingdom on 7 March 2024","4.6 out of 5 stars."
"183","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","tyke50","







  
  
    Best conditioner I have ever used. And the smell is fantastic. You won't go wrong with this.
  
","Reviewed in the United Kingdom on 23 October 2023","4.9 out of 5 stars."
"184","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","janice","







  
  
    I have been using this product for years and it seems to be a good conditioner sold at a realistic price. Thank
  
","Reviewed in the United Kingdom on 9 November 2023","4.8 out of 5 stars."
"185","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Steve G","







  
  
    Tresseme never misses
  
","Reviewed in the United Kingdom on 13 March 2024","4.6 out of 5 stars"
"186","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Paddy5","







  
  
    The smell of the product is great. Can be a little drying to 4B hair, so I would use only if I have to.
  
","Reviewed in the United Kingdom on 21 September 2023","4.6 out of 5 stars"
"187","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Awesome … reminds me of hypnotic poison ","







  
  
    I have knotty hair, this is one of the few conditioners I have used that help keep my hair knot free and less fly away
  
","Reviewed in the United Kingdom on 27 August 2023","4.6 out of 5 stars"
"188","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Taja","







  
  
    Creamy
  
","Reviewed in the United Kingdom on 24 July 2023","5.0 out of 5 stars"
"189","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","kristan","







  
    Un ottimo balsamo che avvolge e aumento volume ai capelli
  
  
","Reviewed in Italy on 27 February 2022","5.0 out of 5 stars"
"190","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","kat mil","







  
  
    Ordered these during black week and they are super nice. hair feels super soft. great price back then! (a bit over 3€)
  
","Reviewed in Sweden on 3 January 2022","5.0 out of 5 stars"
"191","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","TRESemme Moisture Rich Conditioner","







  
  
    Hair is easy to manage and looks well after using this
  
","Reviewed in the United Kingdom on 18 February 2024","4.6 out of 5 stars"
"192","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Amazon Customer","







  
  
    I like this conditioner as it has a very pleasant smell as well as the fact it has a lasting soft bouncy feeling.
  
","Reviewed in the United Kingdom on 7 March 2024","4.6 out of 5 stars."
"193","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","tyke50","







  
  
    Best conditioner I have ever used. And the smell is fantastic. You won't go wrong with this.
  
","Reviewed in the United Kingdom on 23 October 2023","4.9 out of 5 stars."
"194","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","janice","







  
  
    I have been using this product for years and it seems to be a good conditioner sold at a realistic price. Thank
  
","Reviewed in the United Kingdom on 9 November 2023","4.8 out of 5 stars."
"195","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Steve G","







  
  
    Tresseme never misses
  
","Reviewed in the United Kingdom on 13 March 2024","4.6 out of 5 stars"
"196","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Paddy5","







  
  
    The smell of the product is great. Can be a little drying to 4B hair, so I would use only if I have to.
  
","Reviewed in the United Kingdom on 21 September 2023","4.6 out of 5 stars"
"197","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Awesome … reminds me of hypnotic poison ","







  
  
    I have knotty hair, this is one of the few conditioners I have used that help keep my hair knot free and less fly away
  
","Reviewed in the United Kingdom on 27 August 2023","4.6 out of 5 stars"
"198","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","Taja","







  
  
    Creamy
  
","Reviewed in the United Kingdom on 24 July 2023","5.0 out of 5 stars"
"199","Conditioner","        TRESemmé Moisture Rich Conditioner with vitamin E for dry, damaged hair 900 ml       ","kristan","







  
    Un ottimo balsamo che avvolge e aumento volume ai capelli
  
  
","Reviewed in Italy on 27 February 2022","5.0 out of 5 stars"
