"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Quicksand","16 December 2006","In 1997, I saw a film called ""Spawn,"" directed by Mark A.Z. Dippe'. The source material-- the comic, action figures, whatever-- were incredibly popular at the time, so I thought it odd that someone from the visual effects department, with no directing experience at all, would be chosen to direct a feature film. Though the special effects of the finished product were certainly striking for their time, the overall movie was beyond disappointing, and even with the fan excitement, ""Spawn"" tanked, there were no sequels, and the ""director"" never worked seriously again.In 2006, I saw a film called ""Eragon."" If you've looked up the director on the IMDb, you can see where I'm going with this. We've known the name of the director here for nearly a year, and over the months I managed to talk myself into it. ""It's a December release,"" I'd tell myself. ""Surely, Mr. Fangmeier must have shown something TRULY exceptional not only to get this job, but for his film to be good enough to be released at this time of year."" Turns out my initial reaction was the correct one: He can't direct, he was a poor choice for such a popular title, and has killed the series before it began. Well done, producers. You're not the first producers to shoot yourself in the foot, and you won't be the last.""Eragon"" isn't unwatchably bad, as it has a rather hefty novel to back it up. The visual effects are quite nice, and one or two FX sequences actually thrill. But I demand more from a 100-minute movie, and like most technicians or designers before him, Fangmeier shows absolutely no skill directing his actors, whatsoever. Jeremy Irons, professional that he is, bails out every scene he's in (and what a good sport, after that ""Dungeons and Dragons"" debacle), and Robert Carlyle is just sort of there. Malkovich less so, and Rachel Weisz even less so than that. All we're left with is pretty teenagers who will next be seen on Season 9 of ""Charmed."" I didn't know what to expect here, as both Harry Potter and Lord of the Rings have appealed to both kids and adults. ""Eragon"" will appeal solely to kids, or maybe teenage girls or gay men. There is more sexual chemistry-- I kid you not-- between Eragon and his dark-haired teenage rescuer, than there is in the chaste interaction between he and the dull redhead (who has multiple death scenes, but then shows up 5 minutes later, still hanging around).Movies like this are why movies with dragons never get made. Rent Willow, rent Harry Potter, read a D&D book or Anne McCaffrey or any number of things. This is just marketing with the most generic teenagers, score, and dialogue (""Let's finish this!"") I've ever heard. I worked in a bookstore when the book was released, and it appealed to all kinds, ages 5 to 85. The movie will make a few dollars this week, and then instantly vanish from your memory, until someone references it 9 years from now in an IMDb review, and you think to yourself, ""Wow, I remember that movie. That sure sucked.""","
            1/10
            "
"briasugarhead","17 December 2006","to anyone who hasn't read the book Eragon is simply a low budget film you shouldn't bother to see.But to all the dedicated Inheritance fans who have so eagerly awaited this film this movie is a major disappointment.The story line is so very different from the book that half the time i was trying to figure out wat was actually happening. im pretty sure that the neva read the book. it seems like someone briefly described the book the gave them $100 000 and told them to make the movie.even the simplest things were messed up. Arya the elf with black hair... why is her hair brown? why wasn't she in a coma? in fact why is there no mention of elves or dwarfs at all? why does eragon's sword have a blue stone? why does sapphire have feathers? WHY DOES ERAGON HAVE A SCAR AND NOT A WHITE SCAR CONSIDERING THE ELVISH NAME FOR DRAGON RIDER MEANS ""SILVER PALM""?!?!?! i could go on and on but anyone truly interested in this stuff would already know so i shall now be quiet.","
            1/10
            "
"ShaunXRavage","17 December 2006","this movie....I can't even begin to describe how horrid it really is. Oh, Wait if i try really hard i can. The movie titled Eragon is a horrible Attempt to catch the magic of the book. The acting in this movie is absolutely dreadful I mean i could have shot this movie for my film class and had better actors. It just goes to show Hollywood just isn't what it used to be. I would also like to express the fact that this is a sped up almost like a book in a nutshell movie. It doesn't even deserve to make the money back that it took to film it. I mean if you want people to be impressed by what you create don't let the writers hack it to pieces. It would also be wonderful to see a longer movie thats based on a book because this one was too fast paced and looked like it wasn't even very well planned out. I just cant believe I wasted the seven dollars to see this garbage.I am not looking forward to the sequel.","
            3/10
            "
"BilSouter","24 December 2006","This movie was the worst movie I have ever seen, and anyone that has read the books will agree with me! If you have seen the movie I suggest you don't read the book because you will be so confused on what is happening. This movie skipped 3 whole city's and many, many main characters that were important to the story line. They also skipped many important events like Eragon's back getting slashed open by Durza and him hearing the cripple that is whole in his head. He was also then supposed to go to Elesmera to finish his training with the elves. Also, did you hear of anyone called Orik or Hothgar in the movie? No? Didn't think so! Hothgar was the dwarf king and Orik was Eragons best friend in the book. Oh, and remember the cool ugly smoke monster that Durza was riding (and let me point out that Durza never used magic when fighting Eragon in the book or he would have died for sure) Oh yeah, back to the smoke monster, it was never in the book! Durza was fighting Eragon under the star sapphire (that they also didn't mention) and then Ayra broke it with magic because she was helping Saphira with her broken armor and THAT'S when Saphira first used fire. Eragon then used Zar'roc (who's gem should have been a ruby not a sapphire because Morzans dragon was red) to kill Durza. Then there is the Razac! There were only two in the book! The reason Brom should have died is because they were chasing the Razac because Eragon wanted revenge on them killing Garrow (his uncle). He also never learned sword fighting from Ro'ran and the movie never showed him fighting with Brom. Also, would it have killed them to put in Katrina, Ro'rans girlfriend that gets kidnapped in Eldest by the (((2))) Razac!!! Then they never went to Tierm were he really met Angela (the fortune teller) and The Werecat Solumbun who tells him important information that they need to use in the third book. They also never met Jeod in Tierm who they need to help them find the Razac that they were chasing not running away from them.","
            8/10
            "
"keithsealy","15 December 2006","I knew nothing about this book, but am a fantasy reader and movie fan. This movie was a real disappointment, about on with the fantasy miniseries that often show on the Sci-fi channel. Here are my general comments: The CGI was sub-standard. The dragon often looked painted in and the special effects were generally poor. For example, the dragon didn't cast a shadow in one scene. We saw better 10 years ago in Dragonheart.The writing and editing were poor. Some sections of the movie could have been completely removed, including a long section at the beginning involving character we never see again. But, later, the story feels very rushed and there is no time for character or story development.The acting was pretty meager. Jeremy Irons and John Malkovich were clearly just going through the motions. The only bright spot was Robert Carlyle, who's villain was truly threatening.Wait until this one hits DVD, or better yet, cable. Within two years it will be one of those fantasy movies the Sci-fi channel shows on Sunday afternoons.","
            5/10
            "
"chrisrobbins-2","15 December 2006","And yes, I have read the book. I just got back from seeing Eragon, and I am not at all disappointed. This can catch the eyes from far and from close. The acting I thought was very catchy and extremely good. Do not listen to the negative critics at all, because they must have been high when they saw this movie. And if you are one of them, get laid you losers. This was definitely one of the best movies of the year ( besides Pirates Of The Caribbean, Superman, and Casino Royale ).Acting: Edward Speleers is the new generation of acting. His acting was simply incredible for his first movie which is based on an very popular novel. None should have to ask about Jeremy Irons. His role as Brom was amazing and fit the description. And of course the beautiful and young Sienna Guillory was the best way of describing Arya. She was young, beautiful, a great fighter and an amazing actress. 8/10 CGI: Very convincing. Saphira looked extremely real and very clever. The magic was the way of the century. I loved it. Arya's and Eragon's dreams were very intriguing. And the fight towards the end was spectacular. 9/10Attention Parents: I know that you may have young ones who have either read the book, or seen the previews, but lets be reasonable here. This should not be rated PG. It had extremely frighting moments that could really scare little ones. Durza looks like he was the Devil himself. The king is a merciless killer with a voice that could haunt children's dreams for a time to come. I personally think it should be rated PG-13 For: Intense Fantasy Violence some graphic images and some Frighting and Scary Moments.Overall: Not exactly a movie for the whole family, yet for those who can withstand it, you will not be disappointed in the least. The acting was splendid, CGI was very convincing and it had a lot of depth involved into the story. 8/10 Also Read The Book If You Haven't Already!","
            1/10
            "
"TheLittleSongbird","4 April 2010","First things first, I have yet to read the book, but my brother absolutely loves it and says it is so worth the read. While the film could have been much better, there are redeeming qualities. Also, I do not think it is the worst fantasy film ever, that dishonour belongs to Dungeons & Dragons.Starting with the redeeming qualities, the film is very assured visually and technically. The sets are wondrous and the costumes are very nice. Plus the cinematography was excellent, as was the sweeping score. The acting is uneven, but there were some good performances. Jeremy Irons, a great actor, does a good job as Brom acquiring a dry sense of humour, much better than he was in Dungeons & Dragons, somehow his overacting in that film managed to further bring it down. Also John Malkovich chews the scenery with glee as the tyrannical King Galbatorix, and Robert Carlyle is decent as Durza. The best thing though was the dragon Sapphira, very well designed with expressive voice work from Rachel Weisz, and the flying scenes and the CGI effects are a delight.However, there are many things wrong with Eragon. One is that the film is too short, consequently the characters feel thinly sketched. This could be a reason why the relationship between Eragon and Sapphira came across as unconvincing. The story was a great idea, but due to the running time primarily it meanders all over the place and is unevenly paced(sometimes feeling rushed and sometimes it drags). Ed Speleers is rather bland as Eragon, handsome yes but bland. It is pretty much the same for Sienna Guillory, gorgeous but unconvincing. The actors though are burdened by a very hammy and lacklustre script that could've done with more intelligence and wit and there are parts where the direction is flawed.Overall, not unbearably awful but I don't necessarily recommend it. 5/10 Bethany Cox","
            1/10
            "
"sashi_han","15 December 2006","Honest to God, I tried not to hate this movie. I would have walked out if I hadn't been babysitting. I read this book last year and I was so incredibly excited when the movie was coming out, so when I was babysitting this afternoon I decided to take the kids to this movie. After about half and hour I wanted to run out and watch The Pursuit of Happynes or get hit by a truck, whatever was closer, but maybe that was just because I read the book and it messed it up too bad for comfort. A plus was that small children find it quite entertaining, and I must admit, I found it very entertaining to hear them chat about it on the way home in the car. Other than that, I think it was a story that was poorly executed. I think you everyone should read the book and wait for the DVD.","
            2/10
            "
"RavenTheGoddessOfNight","18 December 2006","Basically, it sucked. It's like they took the characters and made up their own story line. It has like no connection to the book. It goes way way too fast and it doesn't go by the book at all. If they ever make the sequel to it (Eldest) I don't want to see it. They left the ending Eragon all screwy meaning that they couldn't do a thing for Eldest and probably make it even worse then Eragon. I guess if you don't compare it to the book it's an OK movie but it still sucks and I don't even wanna recommend watching it. Yes, it was that bad. I mean, they like made the book look totally bad and not readable. Take my word for it, read the book, forget about the movie.","
            1/10
            "
"TheMovieDoctorful","12 November 2018","The Eragon books have aged like a bowl of cottage cheese sitting in the Gobi Desert for 18 months. While I hailed the books as brilliant, well written masterpieces in my youth, adulthood has made me a lot more aware of their blatant problems with characterization, dialogue, prose, character development, romance, sexism and plagiarism. While my awareness to the awfulness of the books is fairly recent, I knew Eragon was a bad movie from the first time I saw it as a 9 year old in theaters. In fact, Eragon holds the distinction of being the first movie I ever recognized as being bad. So it goes without saying that, as awful as the books are, the movie somehow manages to be even worse. How is that even possible?If you really want me to nitpick, there are a couple things I enjoy here. Jeremy Irons is outstanding as Brom, the former Dragon Rider turned village-storyteller who trains Eragon in the ways of his ancient order. He showcases some incredible range here, from the exhaustion and hopelessness caused by the decades past extinction of his entire religion to the enthusiasm, pride and excited hopefulness he gives upon seeing Eragon's skills thrive as a Dragon Rider. You can really tell watching him that he takes his role seriously and is desperately trying to raise the professionalism and credibility of this otherwise-miserable failure. He gives as much depth as possible to a role really devoid of any. Minus Irons, the film can also be unintentionally hilarious at times.Also, I do have to point out that I absolutely love the credits song Holding On by Avril Lavigne. It fits the movie this is at least trying to be and I just generally love all things Avril. I don't know, maybe I'm just a 2000s Instagram teenage girl at heart.John Malkovich gets very little screentime, but plays the role of King Galbatorix like the villain of a Highlander sequel. The film becomes 10x more enjoyable whenever he's on scream. Robert Carlyle is a laugh riot as well as the Shade Durza. There's literally a scene where, for no particular reason at all, he full on hisses to show the audience how evil he is (A scene that's admittedly taken straight from the atrocious book it's based on.) You may think from my description that these performances were intentional camp, but I assure you. I sat through this thing and it's entirely aiming to be taken seriously as High Fantasy. Just try listening to it's hilariously bombastic, over-the-top, overblown and pompous musical score. The sheer ambition of the film, the idea that this crew of clowns thought this was the film that was gonna take down Lord of the Rings or Harry Potter is hilarious beyond words.Edward Speelers isn't a ""bad actor"" persay, but my God is he a boring one here. He brings nothing to the role of Eragon, which is a big problem when the character is already weakly characterized and thinly written. He doesn't have the enthusiastic optimism of Mark Hamill's Luke, the rougeish charm of Justin Whalin's Ridley, the boyish innocence of Elijah Wood's Frodo or the tortured angst of Hayden Christensen's Anakin. The performance and the character offer nothing to grip or invest us, nothing of substance. It's the same ""farm boy discovers he's the Chosen One"" cliche we've seen a million times before. At least the movie ignored the book's characterization of Eragon being a creepy, possessive, ""nice guy"" incel to Arya (Can you tell it was written by a 15 year old boy?)Speaking of Arya, my God, what a shallow, poorly written throwaway character. In both the book and the movie, she's a ""strong, empowered character"" in the most 2006 way possible. She's highly intelligent, when she's not getting herself captured. She's a badass who can take care of herself, despite spending more than half the movie being tortured and needing a man to save her. She's a strong and authoritative leader, despite having her authority usurped by like 3 other characters.The system of magic and spell casting was one of the only interesting, unique and imaginative ideas in the entire Eragon mythos. And, somehow, the movie even manages to screw that up. Rather than a mysterious, wild, almost living entity of nature of the book that sought to destroy those who attempted to use it and weren't worthy, magic in the Eragon movie is merely an extreme power that needs extra restraint to be controlled. Do you understand what I mean now when I say the movie is worse?The characterization is all over the place in this film. Characters will get introduced left and right, built up with important positions and backstories and never developed or expanded upon at all. There's talk of Dwarven kings and Rebel leaders and children of traitors, but no actual characters to be seen here. They're only included to have bigger roles in the (hypothetical) sequels, but if there's nothing in Eragon to justify its existence as its own story, why would we want to come back for more?The production value is absolutely embarrassing considering the massive budget and the film's ambitions for a franchise. The cinematography is lazy and lifeless, the sets are overstuffed and lack personality, the costume and weapon design look like cheap Game of Thrones cosplay, the CGI is cartoonish and uninventive, the creature FX makeup is unimaginative and boring. This is an ugly, ugly world. Isn't the point of high fantasy to transport us to a world more wondrous and spectacular than our own? Eragon's production values and aesthetics feel straight out of a CW show.Eragon represents the worst of fantasy fiction. It has no identity, no substance and no soul beyond copying what both Paolini and the filmmakers thought were ""cool"" aspects of Lord of the Rings. And it was written by the same idiot who did Jurassic Park III. Why am I not surprised?","
            2/10
            "
"aldemaever","16 December 2006","Myself, my brother and a friend of mine went to see the debut of 'Eragon.' The sad part about it, was that I only lasted through about 30 minutes of the movie, before we walked out and demanded our money back. Before the movie was even released, I had thought Peter Jackson would've been a better fit to make the movie. My brother had told me that Christopher Paolini wanted to have a lesser known company produce his movie,and that I should give it a chance... It was a bad idea, and I'll tell you why: 1) In the book, when Saphira bonded with Eragon, and gave him the Gedwëy Ignasia, or 'shining palm' it says nothing about Brom, Arya, and Galbatorix sensing it at the same moment it happens. Nor does it say anything about Arya telling Durza that the egg has already hatched, as it does in the movie.2) In the book, it takes Saphira a good amount of time to grow into a larger dragon and to develop communication skills. It didn't happen on her first flight into the air, like the movie portrays. The ability for Eragon and Saphira to communicate was slowly established, not automatic.3) The Urgals in the movie looked like war-painted employees of the WWE. The book perceives them as having bowed legs, thick brutish arms made for crushing, very large ram-like horns with yellow, piggish eyes and grayish skin. There's nothing in the movie (from what I had seen) that resembled the Urgal description. If they were Urgals, then I should the Kull to look like the gray Incredible Hulk?4) The first time Eragon used the magic term 'brisngr,' he was in an alley in a village that had been ravaged by Urgals. In the movie, they're on a bridge in Daret, and his arrow not only kills some Urgals, but it destroys the bridge as well. That scene was ridiculous. It's like Starsky and Hutch crashing through cardboard boxes in a warehouse. It was too played out.5) Why was Brom so eager to bring Eragon to the Varden in the movie? In the book, the reason Eragon and Brom left Carvahall in the first place was to track down and kill the Ra'zac. Brom was reluctant to bring Eragon to the Varden the entire journey. Only when their opportunities for survival had depleted, did they know that the Varden was the only place they could go.6) In the book, Roran leaves Carvahall to work as a miller's assistant in Therinsford. When he comes back, the Ra'zac and Imperial soldiers come looking for him. In the movie, Roran leaves because he is of age (18) and doesn't want to be recruited. He says to Eragon before he leaves that he doesn't know where he is going.7) In the book, Brom is wise, knowledgeable story teller, but in the movie, he's a cowardly drunk guy who speaks of dragons & riders and gets looked at like he's speaking about UFOs and belongs in the madhouse. Also, if Eragon, Brom, Durza and Galbatorix are from Alagaesia, why is Galbatorix the only one without an English accent (he has an American accent)? 8) It's rumored that they spent A LOT of money making this movie. Honestly, I'm not sure on what. Possibly on Saphira. Oh, and just by watching the movie, it's never said how she obtains her name. And where does feathers on a dragon come in? Is it a birdon, or a dragird? No. It states in the book that Saphira's wings are made of a 'thin membrane.' In one scene, of the movie, Eragon snaps at Brom saying ""I'll never ride her again!"" In the book, he is so severely cut and bleeding from her scales rubbing against his legs, that he passes out for a couple of days. That's why he said he'd never ride her again. Of course, you wouldn't know that from the movie.9) Durza looked like Paul Reubens (Pee-Wee Herman for those who have forgotten), and reminded me more of a pedophile than a villain. Why was John Malkovich playing King Galbatorix? I could've sworn I was watching John Lithgow in a leotard. John Malkovich seemed like he was overacting to me. Why wasn't Solembum the werecat, Orik, or the Twins in the movie? They existed in the book... Oh, wait. That's right. From the way the movie portrayed things, probably 50 of the 544 pages were used to write this seedy plot, and later, filmed disappointment.The bottom line is that it felt like chapters were skipped, and key events were missed or altered for something far less appealing then what was in the book. I wish I could've had the 30 minutes back I spent watching this bleeding Picasso. I actually enjoyed the 5 minute trailer of Eddie Murphy's ""Norbit"" more than I enjoyed watching Eragon. The books are incredible, and I couldn't put down Eragon or Eldest. The movie on the other hand, I don't think I can finish watching it.Not So Safe Bet: See the movie... Safe Bet: See the movie, then read the book... Safest Bet: Read the book, and don't watch the movie.","
            2/10
            "
"paulfriday","3 April 2009","Before seeing this movie I checked out a few reviews and was told not to expect anything. I figured if I set the bar low enough, maybe, just maybe I'd enjoy it as an adaptation of a decent fantasy novel. Well, the bar was set pretty low but nothing could have prepared me for the cheesiness of this. Ed Speleers (Earagon) reminded me of a really bad version of Hayden Christensen in Star Wars 2 , but with even cheesier lines and unconvincing emotions. The story carried on too quickly to explain much (yet I was constantly checking my watch), the director took a little too much liberty with the storyline compared to the book, and the music was too epic and heavy-handed. There were a few too many ill-timed dreamy scenes of sunsets, reunions and other pseudo-emotional things, and as a final insult, the first song in the credits was from Avril Lavigne. Suddenly it was all too clear who the target audience was - pre-teens who wouldn't know a bad movie if it ripped out their braces. Thinking back, a few of the characters did look pretty Emo - a little too much eye shadow perhaps. As for redeeming qualities, these were few and far between. The scenery was nice, which allowed for some breathtaking travel and flying scenes. Unfortunately I couldn't think of a single performance that I liked - even the dragon's. While Sean Connery redeemed 'Dragonheart' with his noble voice as the dragon, Rachel Weisz was not given very good lines with which to work her magic. The only character I didn't mind was Arya, and only because she was easy on the eyes. However, she did a poor job of convincing me that she was a tough elf with a soft spot for Eragon.I think the final nail in the coffin for this movie is that Lord of the Rings was just too good. It set the bar too high for this cheap dragon flick. Other movies that followed LOTR (eg the Witch, the Lion and the Wardrobe) did a decent job in trying to carry on the fantasy genre, but unfortunately this movie seemed to take it a step back.Even if you liked the book, I suggest you skip this movie altogether - it might ruin your perception of Earagon, at least until you forget about the film, that is. ...I surely will.","
            7/10
            "
"phq_bethel_19","17 December 2006","If you have read the book I recommend that this is the last movie you see. And those who have read the book and seen the movie, you will know just how crappy this movie is. This movie picked and chose what it added. Key characters for Eldest (second book) are removed, cities Eragon and Brom visit are removed and things that don't even happen are put into it.I saw this with a family member who lent me the book to read and I was expecting something big like LOTR, for I had seen the previews and thought it would be really good. It was the second day it was screening in Australia and there were at least 20 people in the cinema...I found that the opening sequence was alright. But as it got into the telling of the story, it started to get suck-y-er.The story moved so fast that unless you have read the books, you wouldn't know how fast it did. One day Eragon finds an egg, next he's being told to fly and being pushed southwards. No storyline or plot (as far as I can tell) at all!","
            2/10
            "
"amyjae-1","15 December 2006","OK, so no Academy nominations forthcoming, but all in all, I think this movie was worth our admission and pricey popcorn. Some of the dialog was a bit stilted and hammy, but the characters were easy to care about and/or easy to loathe, as whichever the case required. There were four of us attending, ages 9 (daughter), 11 (son), 22 (my hubby) and 35 (me, the wife)... We all enjoyed it for different reasons. No, we weren't totally blown away (well, my daughter thought it was fabulous, and wants a dragon), but no one was disappointed either. Of course, none of us have read the book, so we were simply judging what we had seen for ourselves, and we had no preconceived notions about what it should be.But, the special effects were pretty cool to watch, the scenery was beautiful, costuming was pretty cool and the fight scenes were exciting to watch (and my husband & I liked that Friesian that Irons rode). When all was said and done, we had each been sufficiently entertained. A fun afternoon with the family, everyone cheering on Eragon and his dragon. An enjoyable, though not overwhelming movie.","
            2/10
            "
"morgalblade","16 December 2006","I saw this movie today, opening day, and I was almost instantly disappointed. The character development is horrible and it appeared that the writers did not read the book in detail or just decided to write to appease 4- 9 year olds. There are so many things wrong about this movie, I would exceed the 1000 word limit for this review. Also, many major events were removed and some were crushed together with others( Angela's part, which happened in Yazuac in the movie, was in Tierm in the book, which was completely cut out).I will now begin to list out the major mistakes and cutouts.Spoilers ahead, BEWARE!1. The farm was not destroyed in the movie, it was in the book. 2. There were no soldiers in Carvahall, forcing people to fight. 3. Katrina was not even mentioned or shown and this is going to make it hard in the next film to explain. 4. Galbatorix has not had any lines in the books to date and does not learn of Eragon until later in the book, whereas in the movie, it is discovered almost instantly. 5. At almost all points in the movie, they are surrounded by mountains, whereas in the book, they travel across open plains frequently. 6. The 'shining palm' is not portrayed as a lump of silver skin, as it is in the book. 7. There is no rant from Shaphira in the beginning of the book about ""Oath breakers, murderers!"" and so on. Her flight with Eragon into the mountains is not shown, thus making little sense how the Ra'zac could have gotten to the farm faster than Shaphira to non reader moviegoers. 8. Galbatorix is portrayed as a warlord, not a king. He lives in the largest city of men, Uru- Baen, but is shown as a huge fortress, no city. 9.Brom is NOT killed by Durza, but from taking a knife thrown by the Ra'zac for Eragon. 10. Dras- Leona is not included, and is important because shows were the dreaded beasts are from. 11. The whole hunt for where the Ra'zac's oil came from is not included. 12. Murtagh was never following Brom and Eragon. 13. The elves are not portrayed as Paolini's elves- stronger than humans, fairer, and more knowledgeable in magic, and also, where the heck were the elven ears! 14. The dwarfs hardly shown and the ones who were shown were as tall as the humans. This is Ovious when Hrothgar and Ajiad(forgot how to spell it) are standing next to each other. 15. Farthen- Dur is not portrayed as being inside a mountain, there was no crystal also. 16. What the heck was up with the fight with Eragon and Durza!!. Durza did not have a flying beast, Eragon received no back scar, and there was no sword fighting at all!! 17. There was no portrayal of the flight across the desert and Ayra was knocked out during the flight. 18. Some of the important side characters were not included. Orik and the twins are on this list. 19. None of Eragon's accidents are included in the movie.The list is by no means complete and could go on forever. I did not think it was possible to butcher a book so badly until I saw this. Those producers ripped the book to shreds and made a complete mockery of Paolini's works. I personally feel sorry for the following people: Christopher Paolini(How could you let them do this to your works!!!) Any fan of the book who went to see the movie(You WILL want the hour and a half of your life back) Irons and Malkovich (How could you let them make you look so bad!)( Congrats to Irons, you acted well, but for a lost cause)If you liked the book as I did, you will not like the movie, as I did. No fan of the book in their right mind would like this movie. Please don't waste your time with this movie, please.","
            1/10
            "
"ralphkings","16 December 2006","This is a petition to remake the movie ""Eragon"", for New Line and Cinema with Peter Jackson as Director. The reason of this petition, is the total failure of this tentative to ruined the book ""Eragon"" of Christopher Paolini in this movie directed by Stefen Fangmeier and maid in 20th Century Fox with script by Peter Buchman. A book like this deserves much better and respect. We go to try, that this petition arrives at the New Line and Cinema, with our signatures. We will never know if the order can come to be taken care of, but least we try. Who's with me?http://www.petitiononline.com/eragonew/petition.html","
            4/10
            "
"Schnigo","20 December 2006","I want to ask Christopher Paolini : "" How dare you ? How could you let such a disaster happen ? This movie, if you will call it that, contains absolutely nothing, not even a hush, of the world and lovely history and so on from your well told and thought, mysterious feelings......only the Names !!!!!!It should be a part of you and your soul. I am so down !!! Shame on you !!!""Did not Peter Jackson give the world an example how you should have to get such a stuff into an epic movie. Now it's only very fast and much too early produced and filmed only for MONEY !!!! And then...it isn't even good. I mean, there is nothing......nothing from the actors...nothing from the special effects.. and what do i care about the landscape if I don't find and feel any sign of the original story which i love ???If you compare for example, Saphira and Gollum. Saphira, as a character in the movie, has nothing to say what's good about.it's very bad animated.....horrible !!!!!!!!So on, I'm German, and therefore i can't any more describe with words what anger i feel and how much I'm disappointed.!!!! It's A CRIME !!!! Thank you for reading and i cant't imagine, even in my darkest dreams, that anyone, any damn person who read the books, could not be angry and disappointed about how such a great story is ruined, only for the money.","
            1/10
            "
"SnoopyStyle","28 October 2013","Eragon (Ed Speleers) is a simple farm boy who finds a dragon egg. When it hatch, he become a dragon rider. He is mentored by former dragon rider Brom (Jeremy Irons). He with his dragon Saphira (Rachel Weisz) must battle the tyrant Galbatorix (John Malkovich) and the dragon riding magician Durza (Robert Carlyle).The biggest problem is the lead Ed Speleers. He lacks any charisma to drive this movie. His style of acting can only be described as deer-in-headlights. His bland face actually becomes annoying. Jeremy Irons is wasted in this flat mess. He has no one to reciprocate with. He has better luck with the dragon.The other problem is utter lack of originality in the story. After spending much of intro explaining the world, it's still a uncompelling mess. I didn't care about this world. And I didn't care about the people in it.The CG and the visual are all up to date. The big battles and dragons look relatively good. The cast with the exception of Speleers are all top notch. The sad part is all of them are wasted.","
            3/10
            "
"moose_i_am","24 December 2006","THE WORST THING I HAVE EVER SEEN. There are scenes in this movie which have been taken directly from Star Wars, and is the most cliché movie ever created. Why did Jeremy Irons bother getting out of his acting grave to do this? Why did John Malkovich even consider it? The only thing gained from this film was the knowledge that Rachel Weiz should NEVER voice act again. They should of just made the dragon Sean Connery, i know it would screw up the whole ""storyline"" of the book, but you know the director seemed to take care of that himself.The story just sorta skipped, and any character that was developed was hated, and the rest that weren't you still hated. Curse you Peter Jackson for revamping this genre.","
            1/10
            "
"poolandrews","6 July 2010","Eragon is set in the land of Alagesia where the evil Galbotorix (John Malkovich) has killed all of the Dragon protectors & their riders, Galbotorix has then declared himself King of Alagesia. One night Princess Arya (Sienna Guillory) steals the last remaining Dragon egg from Galbotorix's castle & manages to magically transport to another part of the Kingdom before she is captured. A young farm boy named Eragon (Ed Speleers) finds the egg & once it hatches is shocked to discover that he is now that Dragon's rider, meanwhile Galbotorix's evil sorcerer Durza the Shade (Robert Carlyle) sends the Goblin like Razac creatures to find & kill Eragon before he & his Dragon can reach & inspire the Varden rebels who oppose Galbotorix & will fight against him to wage war on Galbotorix & his evil army of Razac's...This American, British & Hungarian co-production was directed by Stefan Fangmeier & was based on the novel by Christopher Paolini & was an obvious attempt to ride on the success of another huge fantasy film based on literature The Lord of the Rings & to be blunt Eragon feels just like a bland The Lord of the Rings copy. I have never read Paolini's novel but apparently this film guts it by removing dozens of subplots, characters & events. The whole film feels like a second rate rip-off of fantasy novel themes, from a lush land populated by simple folk who are terrorised by a dark lord or king, Elves, Goblin like monsters, big epic battles with swords & bow & arrows, typical fire breathing Dragon's that fly, character's have silly names that you can't remember, there's a Princess in danger & of course a simple hero who has to undergo both a literal & personal journey as he has to master great power & learn to listen to people who tell him to be wise. Eragon is so generic & bland & forgettable that it felt like the makers just sat down & said how can we make another The Lord of the Rings & make lots of money? The makers try to copy just about everything, from the vast shots of the character's travelling across the landscape on horseback to the way the monsters look to the lighting to the costumes to the language to the epic battle at the end where the heroes are hopelessly outnumbered. The plot is very thin, there's no background on how Galbotorix became King other than a brief narrated introduction, th character's are poor with Eragon's journey far too swift, before you know it Eragon has gone from a simple farm boy to the leader of a rebellion who is also a master swordsman & can fly a Dragon. The one aspect of Eragon that is different from The Lord of the Rings is the Dragon, even though one could say the idea is taken from Dragonheart (1996) which was a much better film anyway, instead of a talking Dragon like in Dragonheart here Eragon & his Dragon communicate telepathically which just didn't seem right to me.Even the action scenes are disappointing, the final fight never really gets going & is all but over before it starts & to get a kiddie friendly PG rating there's no real violence or edge to them. The CGI computer effects are alright if not amazing, the makers have given the Dragon a very human face with very human like feature which i thought looked daft. While I am sure the makers thought a human face would be more expressive I want my Dragon's to look like Dragon's you know? To be fair the effects here are no better than those seen in Dragonheart which was made some ten years earlier. At one hour & forty odd minutes the pace is alright but not that much actually happens & it's very predictable simple hero rises to stand against & defeat evil King, I can emphasise who generic & routine Eragon is despite it's huge budget & the talent involved.With a supposed budget of about $100,000,000 a lot was spent on Eragon & it underperformed at the box-office which hopefully means we will be spared a sequel. Mainly filmed in Hungary. The acting is poor, Ed Speleers in particular makes for a very bland hero while Jeremy Irons has the good sense not to stick around until the end. John Malkovich gets about two minutes of screen time & Robert Carlyle looks silly with cracked lips & red eyes as he tries to be intimidating.Eragon is basically a mixture of Dragonheart & The Lord of the Rings & is nowhere near as good as either of them, the Dragon looks too human, the leads are too bland, the action & set-pieces are forgettable & the entire thing feels like one long rip-off trying to ride on the success of another film rather than create it's own.","
            2/10
            "
