"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"djansen24","1 July 2013","The 2005 version of this classic children's novel is a very competently made film. It for the most part seamlessly blends special effects, CGI, and live action together. The acting is competent. It follows the book with few exceptions. Why only a 5 star rating? It takes itself way too seriously. C.S. lewis' novels were so enchanting because it was all about tone first with story a close second. In the film, while the plot is followed, the charm was lost. The characters were stiff and serious. I did not feel the excitement of children exploring a new world. I did not feel reverence and awe in the presence of Aslan. What I remember mostly from the film was the last battle which was extended and shown in great detail. In the book, the battle is given only a couple of paragraphs. But since this is Hollywood, they felt the need to extend it and ramp up the violence. In many ways, I felt I was watching an action film for adults marketed to children. The only scenes that came close to enchantment were with the beavers. But that didn't help the serious tone of the film to lighten up. This is one of those films where less would have been more, slower have been more exciting, and character more entrancing than action. What surprised me the most was how the fabulous Tilda Swinton came off so unconvincing as the White Witch! I still have yet to see that character portrayed convincingly. Basic advice, if you want a ""good looking"" film with action and special effects, then you will like this film version of the novel. But if you are willing to forgo the superficial pleasures and enjoy the tone of the novel (the most distinguishing aspect of the Lewis' book), then check out the 1988 BBC television version. It production value is very crude by today's standards, but it captures the magic of the book better and lets the story unfold naturally.","
            7/10
            "
"grigoraaakis-889-295918","25 November 2023","Full of imagination and beautiful pictures. ""Narnia"" is a high fantasy world and the plot in this is full of high fantasy rules. Sadly it feels like the story in ""The Lion, the Witch and the Wardrobe"" has no room to breathe. The characters although many and very imaginative, they don't have the opportunity to shine. We get only a glimpse of who they must be. Even the sibling protagonists are underdeveloped and there's practically no chemistry among them. I get this story is full of allegories and allegoric imagery and full of imagination and beauty but sadly only some stuff gets to come across. It sadly doesn't translate perfectly from the paper to the big screen.","
            10/10
            "
"Buddy-51","17 May 2006","During the height of the London blitz, four young children are sent off to an estate in the countryside to wait out the war in safety. Ironically, they soon find themselves caught up in a quite different war, one that takes place in a world not their own. For while staying at the house of an eccentric professor, the youngsters discover a magic wardrobe that leads them to a mystical land of centaurs, fauns and a whole host of anthropomorphic creatures - a snow-covered land called Narnia. The kingdom is ruled over by a wicked witch who declared herself queen after she usurped the throne from a benevolent lion king named Aslan, who is amassing a rebel army to help him reclaim it. The children become a part of this epic battle since it has been prophesied that four young humans will arrive some day to bring about the liberation of this benighted kingdom.Based, of course, on the beloved C. S. Lewis novel of the same name, ""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"" does pretty well in its setting-up stage as the youngest of the four discovers the strange land inside the wardrobe and tries to convince the others of its existence, but once the children become firmly entrenched in the Narnian action, the movie begins to feel too much like a warmed-over ""Lord of the Rings"" with a lot less action and far less interesting characters. Aslan, in particular, is so drippy and sappy, so full of bromides and platitudes, that we have a hard time getting misty-eyed even when he's heading up the stairs to perform his act of ultimate sacrifice. Speaking of which, the Christian allegory at this point is so heavy-handed and obvious that it ceases to function as allegory and just becomes slavish imitation. And the scene with Santa Claus passing out weaponry and ammunition to barely pubescent children - how is that an acceptable image in a movie meant for youngsters? The film has a beautiful look and design, although some of the special effects shots look surprisingly amateurish and unconvincing for a film of this size and budget. The acting by the children is passable at best, although Georgie Henley, as the youngest child, and James McAvoy as the faun, Mr. Tumnus, do establish something of a rapport in their scenes together. Tilda Swinton as the Big Bad Witch does little but harrumph around the countryside, glaring and snarling.I realize that both the book and the movie have legions of devoted followers and any attack on either is bound to elicit cries of ""sacrilege"" and ""blasphemy"" from the faithful. But, the truth be told, ""The Chronicles of Narnia"" is a pretty mediocre movie, pleasant to look at but boring to sit through.","
            10/10
            "
"dgl1199","22 August 2006","Classic literature and CGI technology don't always mix. They did an admirable job of it but at the same time it became a distraction. C.S Lewis had developed such rich characters replete with conflict and emotional frailty. The actors, particularly Peter and Edmund, were horrendous. I thought their performances were so wooden and two dimensional I thought maybe they were CGI. Peter was too wimpy, Edmund failed to broadcast the internal complexity of his Judas nature, the girls I thought, were fantastic. I didn't hate the movie, but I did not get the veneration surrounding it either. It could have been much more were it not for, yet again, the focus on computer generated spectacle winning out over simply telling the story. I wouldn't say don't see it, but keep your expectations in check.","
            2/10
            "
"joshua-halstead","20 June 2008","amazing. a narnia movie that was actually watchable. i am a fan of the book however i have not found a good narnia movie. this movie was awesome. it proved to be the best narnia movie to its time. it had dazzling special effects and acting. i couldn't even tell that the four main actors had never acted before. after seeing this i look forward to seeing the other movies with these four actors. i am not a fan of James Macavoy however he did very well in this movie. the reason i only gave it 7 out of ten stars is because it had a lot of childish behavior and jokes. this movie is good enough to make me wait eagerly for prince caspian the sequel to this movie which not a lot of movies make me wait eagerly for the sequel.","
            8/10
            "
"colm-hearne365","28 August 2017","I remember seeing this movie over ten years ago in the cinema and even back then I thought it was a great movie. Even though it's not as good as the book (which has always remained a classic in children's literature), I consider this film to be The Lord of the Rings for kids and like the Lord of the Rings, it was filmed in New Zealand as well and some aspects reminded me of the Lord of the Rings trilogy like the effects or the action scenes or the fact that it all took place in a fantasy world. I enjoyed all the actors that played the Pevensie children and I loved Liam Neeson as the voice of Aslan. I'm very glad that I read the book before I saw the film. I also enjoyed the two other sequels. But I think the Narnia movie trilogy is kind of underrated. While it's nowhere near as good The Lord of the Rings trilogy, they deserve more credit.","
            8/10
            "
"Lauren_Reilly","12 December 2005","This movie is a beautiful retelling of the original story, ""The Lion, The Witch and The Wardrobe"" which was my favorite childhood book. Of course there are some slight omissions and additions, but it stays true to the book for the most part. Rupert Everett's fox character was my favorite addition. I do love Liam Neeson as Aslan but personally, I think he could have made Aslan stronger and less subdued. Tilda Swinton is fabulous and believable as the White Witch. She is beautiful and yet does a terrific job of invoking fear as well. The children were wonderfully casted but Susan's character could have been a bit less whiny. Father Christmas was perfectly portrayed. I cried, I laughed and wanted to see more. Remember to stay in the theater to watch the credits! Hopefully, there will be more movies in this series to come and I do hope they win some Oscars. A perfect holiday movie to bring your children to!","
            10/10
            "
"geebeegb1","9 December 2005","I first read the Chronicles of Narnia when I was around 11. Since that time (many, many years ago), I have hoped for a big-budget version of this wonderful story. I am sure this great achievement couldn't have happened much sooner as the quality of the special effects needed to do the story justice simply didn't exist until recently.The movie was well worth the wait. I was captivated from minute one and was so excited to see some of the scenes that I actually found tears in my eyes. Reliving the story, watching the characters, meeting the creatures, it was all like coming home.The casting was great and was done by someone who obviously had read the books and knew the characters as well as serious fans know them. Tilda Swinton was fabulous as the White Witch and made the transition from the nice ""queen"" who ""snowed"" Edmund to the terrifying war waging witch perfectly. The children played their roles flawlessly, going from scared war ""orphans"" to mature royals saving their kingdom. I was amazed to see them at their coronation, seeming so grown up and seeming so wise.The special effects were just amazing. The variety of creatures in the book were shown in such a real manner. I particularly enjoyed the method used to portray the tree spirits. None of the mythical beings were unbelievable and Aslan was simply magnificent, although I pictured him a bit larger. I did not pick up on Aslan's voice being Liam Neeson's, I merely knew the voice was familiar and his was a perfect voice for Aslan.The battle scenes and some of the ""dark"" creatures may be too intense for younger children but this is a children's movie based on a children's story. However, most adults should find it enjoyable. It may be helpful for adults to be familiar with the series to really appreciate the movie. I recommend this movie for everyone with an open mind to fantasy and the age-old, good winning out over evil tale.P.S. Do not leave the theater when the credits start rolling.","
            10/10
            "
"orourkec-292-269155","27 December 2014","I watched this Narnia movie and even though it isn't a very good film and is kinda simple-minded overall, I enjoyed watching it nevertheless. I think that it is a movie that moviegoers of any age can enjoy, even if not in a 'very' sense. I was pleased with the film because I thought it was well paced, well filmed and that storytelling was crazy fun. Not only that but other pleasing things as well are the movie's humor, the comical touch to it, the innocent wonder and the main characters' play on words. The voice of Liam Neeson as the lion Aslan is compelling and worth a WAOUW exclamation. The voice fits the lion character perfectly. Lucy and Edmund are also compelling children characters and extremely believable. I even liked the evil White Witch whom I thought was a fabulous villain - just by her looks and calm presence you can instantly feel uneasy and feel hatred too. Well done on that, really. Oh, and last but not least is the direct visual imagery switch which I found really good and groundbreaking. Now, I'm going to say something else which I think the movie should have improved upon: I think that the wonderfully CGI designed Aslan lacks an outside character feel, which means that he should have been made into a character from or for (do you say for or from for that sentence?) whom you can feel respect and/or fear in all of his scenes in a powerfully irresistible way. That I think would have made him a better character. My rating: 7.0/10","
            10/10
            "
"smittysgirl16","10 December 2005","As a fan of C.S. Lewis' books, I thought that this movie did ""The Lion, the Witch, and the Wardrobe"" justice better than any other medium in the past. Even though I was a little skeptical at first, all of my fears were extinguished when I saw the final product.Since this was such a good movie, I don't want to leave people with the few very minor gripes that I had, so I'm just going to put the bad points at the beginning to get them out of my system. One was that they put a little more emphasis on the children's importance than Aslan's. In the books, spring and Christmas return because Aslan comes back, but according to the movie's Father Christmas, the children were breaking the witch's spell. True, the children are important in the book, but they were tacked with extra importance in the movie. It' obvious from Beaver leaving out the prophecy about Aslan that he talks about in the book. Another of my gripes is that they don't seem to be paying much mind to ""The Magician's Nephew"" when it came to the Professor. In that book, which is supposed to come before LWW, the much younger version of the Professor goes into Narnia using magic rings, not the wardrobe. I got the impression from the very end that he actually went through the wardrobe to get to Narnia. The wardrobe was in fact made from a tree that grew out of a Narnian apple seed in Young Professor's backyard long after he got back from his last trip there. There was never any indication that he even knew the wardrobe led to Narnia until Lucy entered. However, there is a nod to ""The Magician's Nephew"" when we looking at the lamppost. In that book, a lamppost on a busy street in our world that has two little bars sticking out of the near-top gets grabbed by a carriage driver. One of the bars breaks off when the driver gets accidentally taken to Narnia. The bar is then thrown to the ground and makes a full lamppost grow in its place, hence the end marking of the land. The fact that the lamppost of the movie only had one bar was a nice touch. These points in the movie were definitely not enough to quell my enjoyment of it at all, but I still felt that I needed to get them out there.Let me now state some of the many good points of this movie. First off, the animation was superb. I found it very hard to believe that Aslan was completely computer generated. His mane and his features were so real that I almost doubted the fact that he was a fake animal. The animation of the other creatures was top-notch as well, including the beavers, the wolves, the fox, and pretty much everything else. This is animation that might surpass the ""Lord of the Rings"" and another Disney creation called ""Dinosaur"" in terms of quality. The scenery was also amazing, so much so that it took my breath away.The acting of the children was top-notch, especially that of the little girl who played Lucy. She captured so much emotion and practically stole the show in every scene. I was also very impressed with the actress who played the White Witch. She did a perfect job of playing an ""actor"". The fact that she could do the fake compassionate and then move on to pure evil was amazing to me. That takes a lot of talent. I very much enjoyed Liam Neeson as the voice of Aslan. He was perfect for this part and really helped sell Aslan for me. I actually think it's funny that everyone on screen who's old, wise, and British is played by Liam Neeson nowadays. I don't think that there's anything wrong with that, but I just think that it's funny.The pure heart of the movie was what had me the most. The relationship between the brothers and sisters was great and very touching. The death of Aslan was worthy to be called the climax of the movie with such heart wrenching sadness as well as pure happiness taking over when he resurrected. That actually brings me to the issue of the Christian allegories. I'm not going to list them specifically since they are very obvious in the movie, but I for one am very happy that Disney didn't water them down. They were my favorite part of the books and they are my favorite part of the movie, too. I'm glad that Disney got smart and realized that the parallels in the story were not offensive in any way, but rather essential to the overall plot.I actually cannot think of any more great points to this movie because the movie as a whole was so fantastic. If I had to list all of the good points I could think of, then I would have to write a ten-page paper, which I don't think that anyone has time to read.All in all, I say that this was one of the best movies of the year. After horrible and pointless movies like ""Your, Mine, and Ours"" and ""Aeon Flux"", as well as the good but very adult movies like ""Walk the Line"" out on the screens, this was the breath of fresh air I needed to get geared up for the holiday season. A very good family-friendly movie is hard to find these days and I'm glad that Disney is delivering at long last. I certainly hope that the Oscars recognize the superb animation, beautiful screenplay, and possibly even the picture as a whole (wishful thinking because of the allegories and target audience, but you never know) in its voting. This movie is Disney at its best and I recommend it to anyone, Christian or not, who loves adventure, action, and amazing film-making.","
            1/10
            "
"hajejan","12 December 2005","Every now and again you come across a film that is so beautiful that you just don't want it to end. Even in a fully-seated cinema, you forget that you are there with people. The screen swallows you, the story engulfs you, and the whole film's sole purpose seems to be to tell you, and only you, a story.I recently had one of those experiences when following the Pevensie siblings on their journey through Narnia, in the form of the 2005 release of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe. There is no doubt in my mind: taking on the magic of C.S. Lewis is beyond the mental capabilities of most directors. When it was announced that the director of the Witch and the Wardrobe had not made any ""real"" feature-length films before, I dreaded the results deeply. How would the maker of Shrek and Shrek 2 translate his skills into transmogrifying one of my favourite childhood memories? I should not have feared. The Chronicles of Narnia is a film that couldn't have been made 10 years ago - it relies so heavily on special effects and digital tricks that even attempting to make it without all the digital trickery would have resulted in a B-movie, regardless of its budget. With his experience as the special effects guy on several of the Batman films, Director and producer Andrew Adamson did manage to put together one hell of a display.With all the visual do-goodery in place, and one of the best stories ever told to drive it forward, there wasn't a lot to make the Witch and the Wardrobe fail... And of course, it didn't. Striding from strength to strength, effortlessly combining the magical with the mythical, the impossible with the improbable, and the beautiful with the gorgeous, this was 2 hours that couldn't possibly have been filled with more heartwarming surprises. I'm not the kind of person who cries often, and especially not on films, yet this film had my eyes welling over half a dozen times - that's how beautiful it is.After I came out of the cinema, I ended up texting an old friend of mine. Her response summarised the film and how I feel about it better than anything else could have: ""There's always a Narnia somewhere"".","
            10/10
            "
"WilsonLau","16 December 2005","Yeah i just came out of the theater after watching this one and i had to get on here to warn people. Unless you're 10 years old or younger, avoid this movie and save your money. This movie can be best described as a made for TV movie with a bigger budget. Or perhaps it could be seen as a watered down kid's version of Lord of the Rings.The first 3/4 of the movie was a total yawn. Character development is non existent as we are not given any insight about the personalities of the children at all, all we know is that they're children running away from the Nazis. Furthermore, what we do realize about these children are that they are quite the little runts. With exception to the the youngest child, Lucy, the rest are a bunch of malcontent, annoying, complaining, unworthy rodents. Edmond in particular is an obvious pain and i would not be misty eyed at all to see this little brat's existence come to thankful end. The older sister is annoying as well and there are several times during the movie where she was so annoying that you wished you could reach into the movie screen to ring her neck. I was not made to feel any sympathy for these two. The oldest boy, Peter was a bit easier to tolerate however still not worth a care. How could the viewer enjoy this movie if they didn't care for the main character's well beings? A very good question...The story is seriously flawed and also share painful parallels to the triumphant Lord of the Rings movies. For example the death of their leader, who later is resurrected by questionable, and head scratching means. The big battle that seemed to be lost, suddenly saved by a last minute addition of troops. A character that does not wish to take their role as leader but afterwards taking up his sword and marching into battle... Please give me some credit... please give viewers credit... we are not morons, don't treat us like we are.The inhabitants in Narnia also do no make much sense as they do not seem to be able to follow footprints. The White Witch (aka female Saruman) is all powerful, able to freeze anyone with a motion of her staff however fails to be able to dispose of a child who just picked up a sword 2 days ago for the first time. She forgets about all her powers and tries to swat him with swords. Which brings me to another point... how could children who were given weapons by Santa Claus and have had not previous training be able to battle in a war, be better able to lead an army into battle better then any soldier already in the army? Overall this movie was a real disappointment and falls short on many many levels.4 out of 10","
            9/10
            "
"crowrobot","10 December 2005","The long-awaited film version of C.S. Lewis's 'The Chronicles Of Narnia: The Lion, the Witch, and the Wardrobe' has arrived, and I'm largely impressed. The material has become more nuanced and compelling in it's transition from book to film, the action is very good, and Narnia is perfectly realized. The film, while enormously entertaining, is not perfect.One of the main problems with the film is the spotty direction of the child actors. Georgie Henley is magnificent as Lucy, and Skandar Keynes brings some depth to Edmund (watch his face harden when he tells the others, ""I've seen what the Witch can do.""). Peter (William Moseley) and Susan (Anna Popplewell), alas, do not fare as well; they are stiff, awkward, and wooden compared to their siblings. Fortunately, this is only a minor problem.What I'm really impressed by are the inhabitants of Narnia. Aslan (voiced terrifically by Liam Neeson) looks great, as do the Beavers, the Fox (Rupert Everett), and the assorted animals and fantasy creature. But especially the Beavers. They add greatly to the enjoyment of the film, and Ray Winstone and Dawn French are clearly having fun as the voices. Tilda Swinton is awesome as the White Witch, and she relishes getting a chance to play a figure of pure evil.Director Andrew Adamson (both the 'Shrek' films) handles all this material nicely, even if the kids get a little annoying once in a while. 'Narnia' is no 'Lord of the Rings' or 'Harry Potter and the Goblet of Fire'; it's clearly intended for family audiences. This doesn't hurt the film, though, and it's a highly enjoyable fantasy adventure.","
            6/10
            "
"barnabyrudge","12 December 2005","The Lion, The Witch And The Wardrobe had already been filmed twice prior to this 2005 version, once as a rather mediocre cartoon in 1979 and once as a modest-budget BBC mini-series in 1988. It had never been done on a grand cinematic scale though, possibly because of the phenomenal expense and technology needed to bring it to life in a manner true to the essence of C.S Lewis' book. The catalyst for this latest attempt to tell the story was probably Peter Jackson's LOTR trilogy. Having seen in Jackson's films what could be done - what monsters could be put on screen, how epic battles could be realised, how fantastical worlds could be visualised, and so forth - the folks at Disney decided that the time was right to have another go at this Narnia favourite, only this time they've thrown a mega amount of money at it, as well as every type of visual trickery under the sun. The result is certainly a stirring and well-made piece of entertainment, and easily the strongest adaptation of the story thusfar.During WWII, four children are evacuated from bombed-out London to an old mansion in the countryside. They are Peter (William Moseley), Susan (Anna Popplewell), Edmund (Skandar Keynes) and Lucy (Georgia Hanley). The mansion belongs to an old professor, and the children are warned by his crusty maid that they must behave perfectly whilst in the house. Pretty soon boredom sets in, and the children decide to play hid-and-seek to pass the time. Young Lucy chooses to hide in a wardrobe, but she gets quite a surprise when she finds that the wardrobe is actually a magical entrance to a fantasy kingdom called Narnia. One by one, all the children find their way into Narnia via the wardrobe, and they discover it to be a kingdom locked in a permanent state of winter by the evil magic of a powerful witch (Tilda Swinton). The witch has long ruled over Narnia, turning all who oppose her to stone. However, she has always feared the words of an age-old prophecy that states her reign of terror will come to an end with the arrival of four humans in her kingdom. Afraid that the children are the four humans of the prophecy, the witch deceitfully lures one of them - Edmund - onto her side and tries to turn him against the others. Meanwhile, Peter, Susan and Lucy travel across Narnia, evading the witch's wolves every step of the way, and eventually meet the mythical lion Aslan (voice of Liam Neeson) who prepares them for the final battle against the witch and her monstrous army.At 2.5 hours, The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe is a well-rounded and well-developed film, though perhaps a bit too long for very young audiences. The special effects work is pretty impressive on the whole, with a convincing gallery of beasts and some magical sets that really capture the child-like wonder of Lewis' stories. Some of the CGI effects in the battle scenes are a little obvious and detract slightly from the spectacle. The performances are good on the whole, particularly the four young actors and Swinton as the despicable witch, plus James McAvoy as the faun Mr Tumnus. One thing, however, that I found really unconvincing was the way that novice swordsmen like Peter and Edmund managed to cope so well on the battlefield.... surely the witch's army would have despatched with the pair of them quite comfortably if they'd fought so inexpertly?? It is an enchanting tale which has stood the test of time, and thankfully the scripters have stuck to the story faithfully in most aspects. On the whole, The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe is a good, solid family film and a long overdue effort to do a version that is worthy of the source novel.","
            8/10
            "
"bensampup","18 June 2006","I must admit when I first heard they were making The Chronicles Of Narnia the first thought that came to mind was ""great another movie that will follow none of the book!"" but I was surprised at how very wrong I was.When I walked into the air conditioned cinema, I was expecting it to start of with a snowy beginning but was pleasantly surprised when it started out anything but that, I was actually quite frightened.Everyone gives a 100% performance of my favourite child hood heroes. Little Georgie Henley shining through as the sweet and innocent Lucy Pevensie, Skandar Keynes perfecting Edmund Pevensie, the most difficult character to play out of the four children. Anna Popplewell and William Moseley, were born for the roles of Susan and Peter, the two eldest children. James McAvoy was the perfect choice for Mr. Tumnus, getting the double agenda perfectly and was there anyone else who could play the evil villain like Tilda Swinton did? Andrew Adamson did a truly marvellous job and I salute everyone who worked on this magical and beautiful film! 10/10","
            7/10
            "
"whittet","27 December 2005","The movie rivets you to your seat, if you forgot your popcorn you'll undoubtedly go without. I read the book 20+ years ago and by my recollection it follows the storyline pretty closely. I recommend this movie to all my friends. ""It is a Masterpiece"" It is certainly a movie I will buy when the DVD is released. If your looking for a edge of your seat movie with a good cast of characters this is the one to watch. If your smart you will even catch the meanings intended by the author C.S. Lewis. I read the entire series as a teenager and enjoyed it very much. I am very happy this screenplay has turned out to be so realistic to the minds eye of when I read the story.","
            3/10
            "
"classyunv02","9 December 2005","So for those of you who read the book you know that there are extra parts and a little bit of missing ones..I thought the transition from book to movie was pretty good. I was waiting for a big let down, but it was close enough for me. I personally would have loved to see the giant get the handkerchief from Lucy, or Mr. and Mrs. Beaver put on their snow boots. But I also loved some of the extra scenes.. like when the children are in London. I feel bad for some of the people who didn't read the book though, they really are missing out. And like always the book is better then the movie, but this movie was pretty good. :)","
            1/10
            "
"TaZmAnOO7","9 December 2005","I was expecting a lot from this movie, given the hype and the fact that the book is brilliant - The movie however was terrible.I really felt as though the movie rushed through the story WAY too fast, and never came close to what the book offers. The battles also felt hollow and rushed. I also felt that the story was americanised and toned down for a Disney audience. You didn't get a true feel for Narnia at all in this movie, nor did it build the characters enough. It seems to me to be one of the biggest wasted opportunities in movie making possible. It was hard to believe that someone could ruin such a good book. I really wish Peter Jackson had made this movie. So much was missing in this movie - The movie really felt like a cheap Lord of the Rings wannabe. If you are at all interested in Narnia, please read the book and don't waste your money watching this rubbish.","
            1/10
            "
"joybro","25 December 2005","I saw this movie as an animated children's program about 20 years ago, so I knew the storyline pretty well. This version was brilliantly done, and the special effects really brought the original story to life. The acting was top draw, and the casting of Tilda Swinton as the White Witch was spot on, It was if the character was made for her. Filmed in New Zealand with spectacular scenery this movie was a real visual pleasure. Ray Winston and Dawn French were brilliant as the voices for Mr and Mrs Beaver, with Winstones cockney charm a delight for cinema goers. James Macavoy was splendid as the faun Mr Tumnus he really captured the essence of the character. And Liam Neeson was the perfect choice as the voice for Aslan. The children were all very good and convincing in the parts they played. Especially little Lucy who was a real little cu-tie and perfect for the part. THE LION WITCH AND THE WARDROBE Is a Children's classic and this movie does it credit, an excellent movie I would recommend to everybody who enjoyed their childhood.","
            10/10
            "
"onno-17","22 December 2005","-Exciting, breathtaking, magical. Not even words can describe this movie. Narnia will make you want to jump! These years best movie is surly the most wanted. Narnia is so fantastic it will make you want to see it again and again. -I thought that the movie was marvelous. There were a few surprising moments in the movie. For some people the movie was sad for some it was happy. For me it was in-between. I thought that when Lucy first found the wardrobe and they didn't believe her it was sad. But when Aslan came and made Peter a knight of Narnia it was very happy moment. -It's joyful, heart warming and completely brilliant. The Chronicles of Narnia, The Lion, The witch, and The Wardrobe was a hit. The movie everyone wants to see and I am sure you do too. Why? Because this movie is worth it. It was unbelievable to watch. I even read the book and you can find out that the book was just as good as watching the movie because they are both great. However, the book may be more educational. So the movie and the book were a success and we are lucky to have C.S.Lewis that wrote the book. In the movie there were many fantasy and reality things. There ere fauns and beavers that could speak, but I am not going to tell you everything so now it is up to you to read the book and watch the movie, to see and imagine the Chronicles of Narnia. -Have you been looking for a phenomenal movie to watch lately? Well, you're just going to have to watch the chronicles of Narnia the lion the witch and the wardrobe. This is an eye catching movie with varieties of different outstanding events. If you're a person that likes fantasy this is your type of movie. Don t hesitate just go and have a merriment time. Enjoy!!! -140 minutes of passion, excitement, and sadness. It made me grieve in some parts of the movie. It also thrilled me in parts, my heart pumped with light making me want to weep of happiness. It was just like a machine, the machine's purpose was to emotion change. Tears of sorrow swept down my face while watching the death of a whole slew! A ferocious lion goes at it with a witch. No ordinary spell casting witch, a fierce, selfish, hideous, wicked, and a hex witch. So you can sit back watch the movie and try not to soak your face with tears. Also you might be surprised where the tricky cliff can take you.-The door was opened through the two worlds Narnia and our world, but at what consequence to the pevency family. Four children enter Narnia while hiding in the wardrobe from the house keeper that gives tours of the Professor's house. They enter Narnia as a family and leave as legendary HEROES! While in Narnia they defeat the evil witch that rules Narnia and get dubbed King and Queens! This adventure has so many thrilling parts it be impossible to put them all on one page. Out of ten I give this movie nine! NO movie will top this one for months and months.-On Friday December9 2005 Kameyosek school grade 5/6 class went to go see the movie, The Lion, The Witch, and The Wardrobe, at Cineplex Odeon theatres in South Edmonton Common. My grade 5/6 class went to see the movie because we read the book and studied a lot about The Lion, The Witch, and The Wardrobe. I thought the movie and the book were both excellent. The movie really pulled me in and wanted me to watch more and more. My favorite part of the movie was the big battle when everybody fought and the scariest part was when Edmund found the Witch and he stepped over Maugrim. I stood up and made a loud noise and every body in the theatres screamed. The saddest part was probably when Aslan died. I did not know what was going to happen. I was felling very depressed when Aslan was killed. I was thrilled at the end of the movie. When Edmund did not go with the witch. Instead Edmund stayed with his family. When Edmund snapped the witches wand that was probably the most heroic thing Edmund ever did in the movie and the novel. The lion, the witch, and the wardrobe movie and novel were very entertaining. I would give it a 9 out of 10 rating. And I would recommend it to everybody who likes action and adventurous movies. The lion, the witch and the wardrobe was very exciting so go see it or go read it.","
            2/10
            "
"Aureias","3 January 2006","I went to see this movie expecting something relatively decent, something on the scale of LOTR's epic as some people have been making the comparison to. However, it was disappointing besides the visual eye candy.Human characters particularly weak besides Swinton, I was rooting for the white witch the entire time. The kids themselves are irritating, lame, and whiny, besides maybe the smallest of the four. They're relatively one dimensional.There's several points in the story in which believability is thrown out the window, given that it is a ""children's fantasy,"" in which I'll allow some sort of leeway, but there HAS to be some sort of rational sequence of events that leads up to the acquiring a certain skill or a turn of events.Strategy and stupidity of the armies is enormous, I refuse to believe that a white witch who has ruled over the world for the past 100 years is that bad of a tactician.All in all, the CG animals, such as the talking beavers are the redeeming aspect the adaptation.Probably entertaining for someone not as critical or for little kids.","
            10/10
            "
"TashC","19 June 2006","While the dark recesses of many wardrobes are a mystery containing untold treasures and/or horrors, there is a particular wardrobe in a spare room that leads to the magical land of Narnia. A land where the White Witch (evil) has reigned for 100 years, but Aslan the Lion (good) is on the move. This is such a vast and beautiful world that an epic clash between good and evil is inevitable.Set during World War II, the four Pevensie children are sent away from blitz-bombed London to the safety of Professor Kirke's country mansion. Peter and Susan are the elder children and stoically sensible and responsible. The youngest child, Lucy, is sunny and engaging. It is Edmund, desperately missing his father and smarting against the assumed authority of his older siblings, who has some hard lessons to learn about temptation and treachery.Isolated and bored in the sprawling house, the children resort to playing hide and seek. Lucy hides in a wardrobe and stumbles into Narnia, a land frozen in the grip of winter and the evil Witch. This seemingly random event begins the fulfillment of a prophecy of biblical proportions. And the biblical themes that run through these Chronicles are undeniable.The essence of Narnia is Deep Magic. Mythical creatures such as unicorns and griffins, mermaids and centaurs and even Santa Claus mingle with more modest birds, beavers, badgers and wolves. All these animals can talk and even the trees are listening. So who can be trusted? Definitely not the White Witch, with her guilty gifts of Turkish Delight. She is the epitome of evil, breathtakingly icy and chillingly ruthless. As for her followers, fortunately it does seem to be true that evil disfigures and deforms as they are the foulest collection of genetic mishaps we have ever seen.On the other hand, Aslan the Lion is molten gold goodness, with a lion's courage and a true heart. His voice resonates with warmth and it can only be summer in his presence. His followers are a host of the most dazzling beings in Narnia, as well as a myriad of sharp-witted forest animals.The Chronicles of Narnia incorporate CGI at its most seamless. Though for all the awesome scale, its beauty is in the details. Only four of the heroes are human and it is set in a vast, magical land, but this fantasy is warmly familiar. Following his first meeting with Lucy, Mr Tumnus the Faun says that she ""made me feel warmer than I've felt in 100 years"". This is how we felt about our first trip to Narnia and we can't wait to return.","
            10/10
            "
"songbird2882","14 January 2006","I had been told by everyone I know to go see this movie, my friends, my teachers, my dentist, someone at the grocery store. All of them told me it was at parts deeply profound, very entertaining and a ""beautiful"" movie. Now, I will admit I was engrossed, I was entertained. I had no concept of the life outside the theater for those two hours. But this movie was definitely over-hyped. There was no element of the beauty that was promised and it was most definitely not profound, or moving, and it did not change my life in any way. Maybe if I had heard overwhelmingly positive reviews I would have expected less and liked it better.","
            10/10
            "
